comment_sen,score
"从小到大，无论是GameBoy、红白机、小霸王，每次玩游戏都是在同学家，常常是眼巴巴的等很久才能玩上一把&hellip;&hellip;后来上初中、高中更加是与游戏机绝缘&hellip;&hellip;
直到现在自己成家立室，有次在朋友家看到这部红蓝键的NS后，瞬间涌起想重温小时候打游戏的乐趣！然后就马上买了！
机子包装很结实，写着国行，让人安心。然后买了第一个游戏马里奥卡丁车，老实说，主机不贵，但是游戏原来还不便宜的！不过玩后体验非常好，和老婆迅速上手飙车了，而且还能和网友一起竞技，一起游戏的感觉真好！连上打平电视机效果一流，现在每晚都要和老婆飙上几圈才舍得去睡觉，要拿好的名次还是不易啊，网上的大神都好牛。
最近买了塞尔达的卡带，听网上的大神说配上NS pro手柄玩，手感才好！希望抽奖能抽中就好了，还有希望NS快点上新的游戏，那个马里奥网球好期待啊！
流畅度：流畅
运行速度：没死过机
稳定性：没崩溃过
画面效果：连上电脑一级棒
外形外观：高端大气
产品包装：严实，纸皮箱里有一大坨气垫",2
国行机都上当了.我是首发用户.去年12月到现在.啥游戏都没有.啥也没得玩.赚钱心急？想钱想疯了？,0
"别买国行!别买国行!别买国行!买了开封就退不了货,国行机子被锁区了,70%游戏都玩不了,能玩的不能联机有些dlc也没法玩,像暗黑三有卡带但联不了网,国行完整至少要一年,一年后switch早过时了,所以千万别买国行!",0
"任天堂 Nintendo Switch 国行续航增强版 NS家用体感游戏机掌机 便携掌上游戏机 红蓝主机，真的很不错！值得购买！京东快递一如既往的给力支持！希望尽快出更多的游戏，健身环大冒险，塞尔达等等！期待！
稳定性：不错
外形外观：挺好
流畅度：快
运行速度：快
产品包装：完整
画面效果：真不错！",2
就一个游戏，玩完了再玩一遍？？？唯一的游戏卡买时候没注意，竟然不能插在非国行机器里。。。。卡可能砸手里了。。。另外国行停更了吗？我花2500买了个单机游戏。。。。,0
本身的包装崭新，封条完整，底部也没有被人打开过的痕迹。都拍下来了，大家可以看图，真的就跟实体店自己挑选卖相好的货品一样，完美的购物体验。手柄大小和重量都适中，右摇杆推开也看到了传说中的彩蛋。难得接了一次主机模式，因为盒子.上写第- -次设置 要连线才行。实际运行效果也拍了短视频。之前看评论-堆翻车的，让人忐忑不安，结果这么完美的购买体验。国行还是值得信赖，关键不用辨别真假，也有一年售后质保，再追加购买一个三年只换不修香爆了!,2
"脑袋被门夹了 入了国行
一个游戏天天玩？",0
还是决定买了国行，相信疫情过后，腾讯有资本会运作好。毕竟国行有保障，价格也有优势。主要是疫情期间京东第二天就到货。京东非常给力。买了两个游戏，1.国行的马里奥兄弟，跟小孩子一起玩，非常快乐，劳逸结合，也锻炼孩子手脑配合。2.买了舞力全开2020，一家人一起跳舞，活动活动。,2
一个半月了，还只有一个游戏，国行版这种情况还要持续多久？,0
产品包装：游戏机包装送过来是坏的,1
"流畅度：完美
运行速度：完美
稳定性：暂未出现问题
画面效果：还可以
外形外观：完美
产品包装：完美",2
没收到货之前感觉手感方面不是太好 没想到真的很不错 很有份量 感觉很好 很赞,2
板砖,0
物流给力没话说，就是左边遥感明显比右边要松一些不知道什么梗,1
第一次买switch，首先开箱拿起来，硬件整体感觉很好，开机设置的过程，流畅得很，逛了下商店，目前只有超级马里奥，期待后面上新，玩了超级马里奥的体验版，好玩，就是难度不够高，接下来买个萨尔达耍耍。,2
非常不推荐买国行，玩个塞尔达，DLC都买不了,0
头天下单，第二天送到，包装完美，国行正品，自带一个马里奥试用版，虽然国行在线游戏目前只有一个，但可以运行海外游戏卡，游戏卡可以下载更新，但不能联网，作为主要玩单机的我还是够用的，家里老婆孩子都很喜欢，体感游戏强烈推荐ARMS，支持优质内容，支持正版,2
"京东快递真牛。买个电子产品就用个破袋子邮寄要求投诉。别联系我补偿。不稀罕。因为商品被挤压过。先给一星。回家测试没问题再改
产品包装：没有任何保护措施。磨损挤压厉害",0
任天堂switch国行版还是蛮不错，一家人围在一起玩玩游戏，真是其乐融融。画面非常流畅，运行速度很快，稳定性不错，画面效果一级棒啊。任天堂switch的做工还是蛮不错的。买的套餐送了一个游戏、一张200G的卡、膜、收纳包。现在说说缺点：红色手柄摇杆有弹簧声，好像是通病。手柄配件装上有点松动。送的膜全日文弄的太复杂。希望机器耐用。快快出新游戏.........,2
国行游戏就就几个,1
买了后悔，eshop就一个游戏，还299，新年都没有推任何新游戏出来，还得自己买卡带。出了个新年大礼包，半天就卖完了，没有附件也不补货，难道ns到中国后这么好冷了？问客服套话一大堆，没有一句干货。早知道不如港版和海外版。,1
不要变成一个笑话,1
强力不推荐买，不能联机，就一款游戏还好意思发售国行，你也能叫国行游戏机,0
下单时显示有货，下单后显示无货，隔几天显示外地调货，又隔四天才送到，减一星。收货时外箱压变形，减一星。因外箱变形提出验货看看里面包装是否完好，快递员说直接拒收就好了，无语，独自风中凌乱！一星都不想给！机器就那样吧，任天堂的品控一向如此,0
并不觉得国行有什么不好的，买了塞尔达和舞力全开的卡带，玩的很开心，塞尔达一定要玩，我感觉我肯定要一年才能通关，可玩性很高。舞力全开也很有意思，锻炼身体呀。switch拿在手上就会感觉手感很好，很有质感，手柄也很棒，可以两个人玩。,2
作为一个买之前啥攻略也不看的国航勇士 建议大家千万不要买 国行出了也好几个月了 商店里只有一款游戏 每每玩上一个游戏觉得过瘾 最终总会发现自己玩的是阉割版 因为国行的商店不能买DLC 失去了很多娱乐性 要买就买港行日航 就国行那一两年的保修期 真的还不够用来等出游戏的 一定不要买 一定,1
我每个月零零总总要买很多东东，都是在这里买的，非常方便，适合我这种不爱出门逛街的人,2
国行版，不兼容其他游戏，这个是硬伤。目前只有马力欧一个游戏&hellip;&hellip;买之前没仔细研究。但产品确实不错，大人小孩都喜欢！,1
"流畅度：很赞 游戏效果好
运行速度：很快 超赞 无卡顿（网络下载除外）
稳定性：很好 不过很快过热
画面效果：还好 但是肉眼看不出来增强版和普通版的区别
外形外观：比预想的要大 适合家里玩
产品包装：很不错 加固 并且增加了防摔的塑料泡沫
需要注意??
国行可以玩游戏卡 但不能上eshop 和下载DLC ！之前买了一些游戏卡 只能单机！要是上网玩 还不行 特别是下载版游戏 不能下载！！！",2
国行游戏机只能下载一款游戏，也无法找到**客户联系方式，全程体验实在是太垃圾了。,0
用来最年终奖品还是很合适的。尤其适合年轻人多的。就是首发两次没优惠比较恶心了。,2
非常垃圾！国行机锁服，不能下载官方游戏！千万不要买！！,0
一直想入手国行的机器，刚好赶上京东618搞分期免息的活动，活动力度真的很大，能够让我们用最小代价立即享受到游戏的快感，也是诚意十足。也买了很多像这样的包啊，手柄壳啊，蓝光贴膜啊之类的周边设备，不贵，好用就行。反正，相信腾讯的实力，有了越来越多国行游戏基数以后，能够加快国行过审游戏的数量和质量。即便没有足够国行商城游戏。现有的卡带单机游戏，也足够我这个游戏轻度玩家使用了。何况像赛车8之类的联机游戏，国行的联机效果真的太好了，一次没有出现问题，而且除了游戏卡带外，其他免费。之后再补充点其他卡带大作，足够玩了，用时间换空间，慢慢玩呗，着啥急啊。,2
我真是上了你这个大B当 发行当天购入 现在过去快俩月还顶蘑菇 游戏发行消息一点没有 外服卡带就是单机版 买的人心里有点数就行,0
我基本很少给人差评都不容易，这次我实在受不了了，垃圾就是垃圾，国行锁服还不提前说明连不了网，基本没有能玩的游戏，2k买了块砖，跟本不能dlc，欺骗小白，腾讯欺骗消费者，千万不要买国服去买港版和日版，差评！！！！！！！！希望腾讯高层给个合理的解决方法,0
建议别卖了，就您这更新速度，爷吐了啊。买的水军也算是忽悠到我了。不过，我也算是认真思考过自己的需求，所以也没啥不舒服的地方。就是我以为水军所说的会向好的方向前进，结果就一个月啥也干不成。呵呵了,0
这么大的箱子竟然不放几个气垫缓冲一下。。。差评,1
"流畅度：反应很快，不卡顿，
运行速度：响应速度很灵敏
画面效果：色彩很鲜艳，电视像素也很清晰
稳定性：好",2
送货很快暂时未发现不兼容的游戏,2
买回来后用了不到一个月发现玩的时间一长就出现声音不同步卡顿与变声的情况非常的影响游戏体验，联系京东售后发现该机器不是京东售后的，是腾讯售后，后根据指引在微信公众号上报了问题由顺丰上门收件，寄往上海维后，从顺丰接件到现在已经过去五天了结果到现在售后的进度一直停留在维修已接单的状态。维修状态一直没更新,0
